KEY,RUSSIAN,Polski,Svenska,Čeština,Slovenčina,Suomi,Italiano,Deutsch,Français
exercises.items.44.tips.1,"Подтягивайтесь плавно и контролируемо",=GOOGLETRANSLATE(B196;"ru";"pl"),=GOOGLETRANSLATE(B196;"ru";"sv"),=GOOGLETRANSLATE(B196;"ru";"cs"),=GOOGLETRANSLATE(B196;"ru";"sk"),=GOOGLETRANSLATE(B196;"ru";"fi"),=GOOGLETRANSLATE(B196;"ru";"it"),=GOOGLETRANSLATE(B196;"ru";"de"),=GOOGLETRANSLATE(B196;"ru";"fr")
exercises.items.44.tips.2,"Полностью выпрямляйте руки внизу",=GOOGLETRANSLATE(B197;"ru";"pl"),=GOOGLETRANSLATE(B197;"ru";"sv"),=GOOGLETRANSLATE(B197;"ru";"cs"),=GOOGLETRANSLATE(B197;"ru";"sk"),=GOOGLETRANSLATE(B197;"ru";"fi"),=GOOGLETRANSLATE(B197;"ru";"it"),=GOOGLETRANSLATE(B197;"ru";"de"),=GOOGLETRANSLATE(B197;"ru";"fr")
exercises.items.44.tips.3,"При необходимости используйте помощь",=GOOGLETRANSLATE(B198;"ru";"pl"),=GOOGLETRANSLATE(B198;"ru";"sv"),=GOOGLETRANSLATE(B198;"ru";"cs"),=GOOGLETRANSLATE(B198;"ru";"sk"),=GOOGLETRANSLATE(B198;"ru";"fi"),=GOOGLETRANSLATE(B198;"ru";"it"),=GOOGLETRANSLATE(B198;"ru";"de"),=GOOGLETRANSLATE(B198;"ru";"fr")

exercises.items.45.title,"Отжимания на брусьях",=GOOGLETRANSLATE(B200;"ru";"pl"),=GOOGLETRANSLATE(B200;"ru";"sv"),=GOOGLETRANSLATE(B200;"ru";"cs"),=GOOGLETRANSLATE(B200;"ru";"sk"),=GOOGLETRANSLATE(B200;"ru";"fi"),=GOOGLETRANSLATE(B200;"ru";"it"),=GOOGLETRANSLATE(B200;"ru";"de"),=GOOGLETRANSLATE(B200;"ru";"fr")
exercises.items.45.instructions.0,"Встаньте между брусьями",=GOOGLETRANSLATE(B201;"ru";"pl"),=GOOGLETRANSLATE(B201;"ru";"sv"),=GOOGLETRANSLATE(B201;"ru";"cs"),=GOOGLETRANSLATE(B201;"ru";"sk"),=GOOGLETRANSLATE(B201;"ru";"fi"),=GOOGLETRANSLATE(B201;"ru";"it"),=GOOGLETRANSLATE(B201;"ru";"de"),=GOOGLETRANSLATE(B201;"ru";"fr")
exercises.items.45.instructions.1,"Подпрыгните и зафиксируйтесь на брусьях",=GOOGLETRANSLATE(B202;"ru";"pl"),=GOOGLETRANSLATE(B202;"ru";"sv"),=GOOGLETRANSLATE(B202;"ru";"cs"),=GOOGLETRANSLATE(B202;"ru";"sk"),=GOOGLETRANSLATE(B202;"ru";"fi"),=GOOGLETRANSLATE(B202;"ru";"it"),=GOOGLETRANSLATE(B202;"ru";"de"),=GOOGLETRANSLATE(B202;"ru";"fr")
exercises.items.45.instructions.2,"Опуститесь, сгибая руки в локтях",=GOOGLETRANSLATE(B203;"ru";"pl"),=GOOGLETRANSLATE(B203;"ru";"sv"),=GOOGLETRANSLATE(B203;"ru";"cs"),=GOOGLETRANSLATE(B203;"ru";"sk"),=GOOGLETRANSLATE(B203;"ru";"fi"),=GOOGLETRANSLATE(B203;"ru";"it"),=GOOGLETRANSLATE(B203;"ru";"de"),=GOOGLETRANSLATE(B203;"ru";"fr")
exercises.items.45.instructions.3,"Отожмитесь вверх, разгибая руки",=GOOGLETRANSLATE(B204;"ru";"pl"),=GOOGLETRANSLATE(B204;"ru";"sv"),=GOOGLETRANSLATE(B204;"ru";"cs"),=GOOGLETRANSLATE(B204;"ru";"sk"),=GOOGLETRANSLATE(B204;"ru";"fi"),=GOOGLETRANSLATE(B204;"ru";"it"),=GOOGLETRANSLATE(B204;"ru";"de"),=GOOGLETRANSLATE(B204;"ru";"fr")
exercises.items.45.instructions.4,"Выполните 3-4 подхода по 5-15 повторений",=GOOGLETRANSLATE(B205;"ru";"pl"),=GOOGLETRANSLATE(B205;"ru";"sv"),=GOOGLETRANSLATE(B205;"ru";"cs"),=GOOGLETRANSLATE(B205;"ru";"sk"),=GOOGLETRANSLATE(B205;"ru";"fi"),=GOOGLETRANSLATE(B205;"ru";"it"),=GOOGLETRANSLATE(B205;"ru";"de"),=GOOGLETRANSLATE(B205;"ru";"fr")
exercises.items.45.tips.0,"Держите корпус прямым",=GOOGLETRANSLATE(B206;"ru";"pl"),=GOOGLETRANSLATE(B206;"ru";"sv"),=GOOGLETRANSLATE(B206;"ru";"cs"),=GOOGLETRANSLATE(B206;"ru";"sk"),=GOOGLETRANSLATE(B206;"ru";"fi"),=GOOGLETRANSLATE(B206;"ru";"it"),=GOOGLETRANSLATE(B206;"ru";"de"),=GOOGLETRANSLATE(B206;"ru";"fr")
exercises.items.45.tips.1,"Не раскачивайтесь",=GOOGLETRANSLATE(B207;"ru";"pl"),=GOOGLETRANSLATE(B207;"ru";"sv"),=GOOGLETRANSLATE(B207;"ru";"cs"),=GOOGLETRANSLATE(B207;"ru";"sk"),=GOOGLETRANSLATE(B207;"ru";"fi"),=GOOGLETRANSLATE(B207;"ru";"it"),=GOOGLETRANSLATE(B207;"ru";"de"),=GOOGLETRANSLATE(B207;"ru";"fr")
exercises.items.45.tips.2,"Опускайтесь до комфортной глубины",=GOOGLETRANSLATE(B208;"ru";"pl"),=GOOGLETRANSLATE(B208;"ru";"sv"),=GOOGLETRANSLATE(B208;"ru";"cs"),=GOOGLETRANSLATE(B208;"ru";"sk"),=GOOGLETRANSLATE(B208;"ru";"fi"),=GOOGLETRANSLATE(B208;"ru";"it"),=GOOGLETRANSLATE(B208;"ru";"de"),=GOOGLETRANSLATE(B208;"ru";"fr")
exercises.items.45.tips.3,"При необходимости используйте помощь ног",=GOOGLETRANSLATE(B209;"ru";"pl"),=GOOGLETRANSLATE(B209;"ru";"sv"),=GOOGLETRANSLATE(B209;"ru";"cs"),=GOOGLETRANSLATE(B209;"ru";"sk"),=GOOGLETRANSLATE(B209;"ru";"fi"),=GOOGLETRANSLATE(B209;"ru";"it"),=GOOGLETRANSLATE(B209;"ru";"de"),=GOOGLETRANSLATE(B209;"ru";"fr")

exercises.items.46.title,"Стойка на одной ноге",=GOOGLETRANSLATE(B211;"ru";"pl"),=GOOGLETRANSLATE(B211;"ru";"sv"),=GOOGLETRANSLATE(B211;"ru";"cs"),=GOOGLETRANSLATE(B211;"ru";"sk"),=GOOGLETRANSLATE(B211;"ru";"fi"),=GOOGLETRANSLATE(B211;"ru";"it"),=GOOGLETRANSLATE(B211;"ru";"de"),=GOOGLETRANSLATE(B211;"ru";"fr")
exercises.items.46.instructions.0,"Встаньте на одну ногу",=GOOGLETRANSLATE(B212;"ru";"pl"),=GOOGLETRANSLATE(B212;"ru";"sv"),=GOOGLETRANSLATE(B212;"ru";"cs"),=GOOGLETRANSLATE(B212;"ru";"sk"),=GOOGLETRANSLATE(B212;"ru";"fi"),=GOOGLETRANSLATE(B212;"ru";"it"),=GOOGLETRANSLATE(B212;"ru";"de"),=GOOGLETRANSLATE(B212;"ru";"fr")
exercises.items.46.instructions.1,"Поднимите другую ногу перед собой",=GOOGLETRANSLATE(B213;"ru";"pl"),=GOOGLETRANSLATE(B213;"ru";"sv"),=GOOGLETRANSLATE(B213;"ru";"cs"),=GOOGLETRANSLATE(B213;"ru";"sk"),=GOOGLETRANSLATE(B213;"ru";"fi"),=GOOGLETRANSLATE(B213;"ru";"it"),=GOOGLETRANSLATE(B213;"ru";"de"),=GOOGLETRANSLATE(B213;"ru";"fr")
exercises.items.46.instructions.2,"Держите равновесие как можно дольше",=GOOGLETRANSLATE(B214;"ru";"pl"),=GOOGLETRANSLATE(B214;"ru";"sv"),=GOOGLETRANSLATE(B214;"ru";"cs"),=GOOGLETRANSLATE(B214;"ru";"sk"),=GOOGLETRANSLATE(B214;"ru";"fi"),=GOOGLETRANSLATE(B214;"ru";"it"),=GOOGLETRANSLATE(B214;"ru";"de"),=GOOGLETRANSLATE(B214;"ru";"fr")
exercises.items.46.instructions.3,"Работайте руками для баланса",=GOOGLETRANSLATE(B215;"ru";"pl"),=GOOGLETRANSLATE(B215;"ru";"sv"),=GOOGLETRANSLATE(B215;"ru";"cs"),=GOOGLETRANSLATE(B215;"ru";"sk"),=GOOGLETRANSLATE(B215;"ru";"fi"),=GOOGLETRANSLATE(B215;"ru";"it"),=GOOGLETRANSLATE(B215;"ru";"de"),=GOOGLETRANSLATE(B215;"ru";"fr")
exercises.items.46.instructions.4,"Поменяйте ноги и повторите",=GOOGLETRANSLATE(B216;"ru";"pl"),=GOOGLETRANSLATE(B216;"ru";"sv"),=GOOGLETRANSLATE(B216;"ru";"cs"),=GOOGLETRANSLATE(B216;"ru";"sk"),=GOOGLETRANSLATE(B216;"ru";"fi"),=GOOGLETRANSLATE(B216;"ru";"it"),=GOOGLETRANSLATE(B216;"ru";"de"),=GOOGLETRANSLATE(B216;"ru";"fr")
exercises.items.46.tips.0,"Смотрите вперед, не вниз",=GOOGLETRANSLATE(B217;"ru";"pl"),=GOOGLETRANSLATE(B217;"ru";"sv"),=GOOGLETRANSLATE(B217;"ru";"cs"),=GOOGLETRANSLATE(B217;"ru";"sk"),=GOOGLETRANSLATE(B217;"ru";"fi"),=GOOGLETRANSLATE(B217;"ru";"it"),=GOOGLETRANSLATE(B217;"ru";"de"),=GOOGLETRANSLATE(B217;"ru";"fr")
exercises.items.46.tips.1,"Держите корпус напряженным",=GOOGLETRANSLATE(B218;"ru";"pl"),=GOOGLETRANSLATE(B218;"ru";"sv"),=GOOGLETRANSLATE(B218;"ru";"cs"),=GOOGLETRANSLATE(B218;"ru";"sk"),=GOOGLETRANSLATE(B218;"ru";"fi"),=GOOGLETRANSLATE(B218;"ru";"it"),=GOOGLETRANSLATE(B218;"ru";"de"),=GOOGLETRANSLATE(B218;"ru";"fr")
exercises.items.46.tips.2,"Начинайте с коротких подходов",=GOOGLETRANSLATE(B219;"ru";"pl"),=GOOGLETRANSLATE(B219;"ru";"sv"),=GOOGLETRANSLATE(B219;"ru";"cs"),=GOOGLETRANSLATE(B219;"ru";"sk"),=GOOGLETRANSLATE(B219;"ru";"fi"),=GOOGLETRANSLATE(B219;"ru";"it"),=GOOGLETRANSLATE(B219;"ru";"de"),=GOOGLETRANSLATE(B219;"ru";"fr")
exercises.items.46.tips.3,"Постепенно увеличивайте время",=GOOGLETRANSLATE(B220;"ru";"pl"),=GOOGLETRANSLATE(B220;"ru";"sv"),=GOOGLETRANSLATE(B220;"ru";"cs"),=GOOGLETRANSLATE(B220;"ru";"sk"),=GOOGLETRANSLATE(B220;"ru";"fi"),=GOOGLETRANSLATE(B220;"ru";"it"),=GOOGLETRANSLATE(B220;"ru";"de"),=GOOGLETRANSLATE(B220;"ru";"fr")

exercises.items.47.title,"Планка на одной ноге",=GOOGLETRANSLATE(B222;"ru";"pl"),=GOOGLETRANSLATE(B222;"ru";"sv"),=GOOGLETRANSLATE(B222;"ru";"cs"),=GOOGLETRANSLATE(B222;"ru";"sk"),=GOOGLETRANSLATE(B222;"ru";"fi"),=GOOGLETRANSLATE(B222;"ru";"it"),=GOOGLETRANSLATE(B222;"ru";"de"),=GOOGLETRANSLATE(B222;"ru";"fr")
exercises.items.47.instructions.0,"Примите положение планки",=GOOGLETRANSLATE(B223;"ru";"pl"),=GOOGLETRANSLATE(B223;"ru";"sv"),=GOOGLETRANSLATE(B223;"ru";"cs"),=GOOGLETRANSLATE(B223;"ru";"sk"),=GOOGLETRANSLATE(B223;"ru";"fi"),=GOOGLETRANSLATE(B223;"ru";"it"),=GOOGLETRANSLATE(B223;"ru";"de"),=GOOGLETRANSLATE(B223;"ru";"fr")
exercises.items.47.instructions.1,"Поднимите одну ногу вверх",=GOOGLETRANSLATE(B224;"ru";"pl"),=GOOGLETRANSLATE(B224;"ru";"sv"),=GOOGLETRANSLATE(B224;"ru";"cs"),=GOOGLETRANSLATE(B224;"ru";"sk"),=GOOGLETRANSLATE(B224;"ru";"fi"),=GOOGLETRANSLATE(B224;"ru";"it"),=GOOGLETRANSLATE(B224;"ru";"de"),=GOOGLETRANSLATE(B224;"ru";"fr")
exercises.items.47.instructions.2,"Держите ногу прямой",=GOOGLETRANSLATE(B225;"ru";"pl"),=GOOGLETRANSLATE(B225;"ru";"sv"),=GOOGLETRANSLATE(B225;"ru";"cs"),=GOOGLETRANSLATE(B225;"ru";"sk"),=GOOGLETRANSLATE(B225;"ru";"fi"),=GOOGLETRANSLATE(B225;"ru";"it"),=GOOGLETRANSLATE(B225;"ru";"de"),=GOOGLETRANSLATE(B225;"ru";"fr")
exercises.items.47.instructions.3,"Удерживайте позицию 30-60 секунд",=GOOGLETRANSLATE(B226;"ru";"pl"),=GOOGLETRANSLATE(B226;"ru";"sv"),=GOOGLETRANSLATE(B226;"ru";"cs"),=GOOGLETRANSLATE(B226;"ru";"sk"),=GOOGLETRANSLATE(B226;"ru";"fi"),=GOOGLETRANSLATE(B226;"ru";"it"),=GOOGLETRANSLATE(B226;"ru";"de"),=GOOGLETRANSLATE(B226;"ru";"fr")
exercises.items.47.instructions.4,"Поменяйте ноги и повторите",=GOOGLETRANSLATE(B227;"ru";"pl"),=GOOGLETRANSLATE(B227;"ru";"sv"),=GOOGLETRANSLATE(B227;"ru";"cs"),=GOOGLETRANSLATE(B227;"ru";"sk"),=GOOGLETRANSLATE(B227;"ru";"fi"),=GOOGLETRANSLATE(B227;"ru";"it"),=GOOGLETRANSLATE(B227;"ru";"de"),=GOOGLETRANSLATE(B227;"ru";"fr")
exercises.items.47.tips.0,"Держите корпус прямым",=GOOGLETRANSLATE(B228;"ru";"pl"),=GOOGLETRANSLATE(B228;"ru";"sv"),=GOOGLETRANSLATE(B228;"ru";"cs"),=GOOGLETRANSLATE(B228;"ru";"sk"),=GOOGLETRANSLATE(B228;"ru";"fi"),=GOOGLETRANSLATE(B228;"ru";"it"),=GOOGLETRANSLATE(B228;"ru";"de"),=GOOGLETRANSLATE(B228;"ru";"fr")
exercises.items.47.tips.1,"Не раскачивайтесь из стороны в сторону",=GOOGLETRANSLATE(B229;"ru";"pl"),=GOOGLETRANSLATE(B229;"ru";"sv"),=GOOGLETRANSLATE(B229;"ru";"cs"),=GOOGLETRANSLATE(B229;"ru";"sk"),=GOOGLETRANSLATE(B229;"ru";"fi"),=GOOGLETRANSLATE(B229;"ru";"it"),=GOOGLETRANSLATE(B229;"ru";"de"),=GOOGLETRANSLATE(B229;"ru";"fr")
exercises.items.47.tips.2,"Дышите равномерно",=GOOGLETRANSLATE(B230;"ru";"pl"),=GOOGLETRANSLATE(B230;"ru";"sv"),=GOOGLETRANSLATE(B230;"ru";"cs"),=GOOGLETRANSLATE(B230;"ru";"sk"),=GOOGLETRANSLATE(B230;"ru";"fi"),=GOOGLETRANSLATE(B230;"ru";"it"),=GOOGLETRANSLATE(B230;"ru";"de"),=GOOGLETRANSLATE(B230;"ru";"fr")
exercises.items.47.tips.3,"Начинайте с коротких подходов",=GOOGLETRANSLATE(B231;"ru";"pl"),=GOOGLETRANSLATE(B231;"ru";"sv"),=GOOGLETRANSLATE(B231;"ru";"cs"),=GOOGLETRANSLATE(B231;"ru";"sk"),=GOOGLETRANSLATE(B231;"ru";"fi"),=GOOGLETRANSLATE(B231;"ru";"it"),=GOOGLETRANSLATE(B231;"ru";"de"),=GOOGLETRANSLATE(B231;"ru";"fr")

exercises.items.48.title,"Приседания на одной ноге",=GOOGLETRANSLATE(B233;"ru";"pl"),=GOOGLETRANSLATE(B233;"ru";"sv"),=GOOGLETRANSLATE(B233;"ru";"cs"),=GOOGLETRANSLATE(B233;"ru";"sk"),=GOOGLETRANSLATE(B233;"ru";"fi"),=GOOGLETRANSLATE(B233;"ru";"it"),=GOOGLETRANSLATE(B233;"ru";"de"),=GOOGLETRANSLATE(B233;"ru";"fr")
exercises.items.48.instructions.0,"Встаньте на одну ногу",=GOOGLETRANSLATE(B234;"ru";"pl"),=GOOGLETRANSLATE(B234;"ru";"sv"),=GOOGLETRANSLATE(B234;"ru";"cs"),=GOOGLETRANSLATE(B234;"ru";"sk"),=GOOGLETRANSLATE(B234;"ru";"fi"),=GOOGLETRANSLATE(B234;"ru";"it"),=GOOGLETRANSLATE(B234;"ru";"de"),=GOOGLETRANSLATE(B234;"ru";"fr")
exercises.items.48.instructions.1,"Другую ногу вытяните вперед",=GOOGLETRANSLATE(B235;"ru";"pl"),=GOOGLETRANSLATE(B235;"ru";"sv"),=GOOGLETRANSLATE(B235;"ru";"cs"),=GOOGLETRANSLATE(B235;"ru";"sk"),=GOOGLETRANSLATE(B235;"ru";"fi"),=GOOGLETRANSLATE(B235;"ru";"it"),=GOOGLETRANSLATE(B235;"ru";"de"),=GOOGLETRANSLATE(B235;"ru";"fr")
exercises.items.48.instructions.2,"Приседайте на опорной ноге",=GOOGLETRANSLATE(B236;"ru";"pl"),=GOOGLETRANSLATE(B236;"ru";"sv"),=GOOGLETRANSLATE(B236;"ru";"cs"),=GOOGLETRANSLATE(B236;"ru";"sk"),=GOOGLETRANSLATE(B236;"ru";"fi"),=GOOGLETRANSLATE(B236;"ru";"it"),=GOOGLETRANSLATE(B236;"ru";"de"),=GOOGLETRANSLATE(B236;"ru";"fr")
exercises.items.48.instructions.3,"Вернитесь в исходное положение",=GOOGLETRANSLATE(B237;"ru";"pl"),=GOOGLETRANSLATE(B237;"ru";"sv"),=GOOGLETRANSLATE(B237;"ru";"cs"),=GOOGLETRANSLATE(B237;"ru";"sk"),=GOOGLETRANSLATE(B237;"ru";"fi"),=GOOGLETRANSLATE(B237;"ru";"it"),=GOOGLETRANSLATE(B237;"ru";"de"),=GOOGLETRANSLATE(B237;"ru";"fr")
exercises.items.48.instructions.4,"Выполните 3-4 подхода по 5-10 повторений на каждую ногу",=GOOGLETRANSLATE(B238;"ru";"pl"),=GOOGLETRANSLATE(B238;"ru";"sv"),=GOOGLETRANSLATE(B238;"ru";"cs"),=GOOGLETRANSLATE(B238;"ru";"sk"),=GOOGLETRANSLATE(B238;"ru";"fi"),=GOOGLETRANSLATE(B238;"ru";"it"),=GOOGLETRANSLATE(B238;"ru";"de"),=GOOGLETRANSLATE(B238;"ru";"fr")
exercises.items.48.tips.0,"Держите спину прямой",=GOOGLETRANSLATE(B239;"ru";"pl"),=GOOGLETRANSLATE(B239;"ru";"sv"),=GOOGLETRANSLATE(B239;"ru";"cs"),=GOOGLETRANSLATE(B239;"ru";"sk"),=GOOGLETRANSLATE(B239;"ru";"fi"),=GOOGLETRANSLATE(B239;"ru";"it"),=GOOGLETRANSLATE(B239;"ru";"de"),=GOOGLETRANSLATE(B239;"ru";"fr")
exercises.items.48.tips.1,"Не касайтесь пола второй ногой",=GOOGLETRANSLATE(B240;"ru";"pl"),=GOOGLETRANSLATE(B240;"ru";"sv"),=GOOGLETRANSLATE(B240;"ru";"cs"),=GOOGLETRANSLATE(B240;"ru";"sk"),=GOOGLETRANSLATE(B240;"ru";"fi"),=GOOGLETRANSLATE(B240;"ru";"it"),=GOOGLETRANSLATE(B240;"ru";"de"),=GOOGLETRANSLATE(B240;"ru";"fr")
exercises.items.48.tips.2,"Работайте руками для баланса",=GOOGLETRANSLATE(B241;"ru";"pl"),=GOOGLETRANSLATE(B241;"ru";"sv"),=GOOGLETRANSLATE(B241;"ru";"cs"),=GOOGLETRANSLATE(B241;"ru";"sk"),=GOOGLETRANSLATE(B241;"ru";"fi"),=GOOGLETRANSLATE(B241;"ru";"it"),=GOOGLETRANSLATE(B241;"ru";"de"),=GOOGLETRANSLATE(B241;"ru";"fr")
exercises.items.48.tips.3,"Начинайте с небольшой амплитуды",=GOOGLETRANSLATE(B242;"ru";"pl"),=GOOGLETRANSLATE(B242;"ru";"sv"),=GOOGLETRANSLATE(B242;"ru";"cs"),=GOOGLETRANSLATE(B242;"ru";"sk"),=GOOGLETRANSLATE(B242;"ru";"fi"),=GOOGLETRANSLATE(B242;"ru";"it"),=GOOGLETRANSLATE(B242;"ru";"de"),=GOOGLETRANSLATE(B242;"ru";"fr")

exercises.items.49.title,"Босу-мяч упражнения",=GOOGLETRANSLATE(B244;"ru";"pl"),=GOOGLETRANSLATE(B244;"ru";"sv"),=GOOGLETRANSLATE(B244;"ru";"cs"),=GOOGLETRANSLATE(B244;"ru";"sk"),=GOOGLETRANSLATE(B244;"ru";"fi"),=GOOGLETRANSLATE(B244;"ru";"it"),=GOOGLETRANSLATE(B244;"ru";"de"),=GOOGLETRANSLATE(B244;"ru";"fr")
exercises.items.49.instructions.0,"Встаньте на полусферу босу-мяч",=GOOGLETRANSLATE(B245;"ru";"pl"),=GOOGLETRANSLATE(B245;"ru";"sv"),=GOOGLETRANSLATE(B245;"ru";"cs"),=GOOGLETRANSLATE(B245;"ru";"sk"),=GOOGLETRANSLATE(B245;"ru";"fi"),=GOOGLETRANSLATE(B245;"ru";"it"),=GOOGLETRANSLATE(B245;"ru";"de"),=GOOGLETRANSLATE(B245;"ru";"fr")
exercises.items.49.instructions.1,"Держите равновесие",=GOOGLETRANSLATE(B246;"ru";"pl"),=GOOGLETRANSLATE(B246;"ru";"sv"),=GOOGLETRANSLATE(B246;"ru";"cs"),=GOOGLETRANSLATE(B246;"ru";"sk"),=GOOGLETRANSLATE(B246;"ru";"fi"),=GOOGLETRANSLATE(B246;"ru";"it"),=GOOGLETRANSLATE(B246;"ru";"de"),=GOOGLETRANSLATE(B246;"ru";"fr")
exercises.items.49.instructions.2,"Выполняйте приседания",=GOOGLETRANSLATE(B247;"ru";"pl"),=GOOGLETRANSLATE(B247;"ru";"sv"),=GOOGLETRANSLATE(B247;"ru";"cs"),=GOOGLETRANSLATE(B247;"ru";"sk"),=GOOGLETRANSLATE(B247;"ru";"fi"),=GOOGLETRANSLATE(B247;"ru";"it"),=GOOGLETRANSLATE(B247;"ru";"de"),=GOOGLETRANSLATE(B247;"ru";"fr")
exercises.items.49.instructions.3,"Делайте повороты корпуса",=GOOGLETRANSLATE(B248;"ru";"pl"),=GOOGLETRANSLATE(B248;"ru";"sv"),=GOOGLETRANSLATE(B248;"ru";"cs"),=GOOGLETRANSLATE(B248;"ru";"sk"),=GOOGLETRANSLATE(B248;"ru";"fi"),=GOOGLETRANSLATE(B248;"ru";"it"),=GOOGLETRANSLATE(B248;"ru";"de"),=GOOGLETRANSLATE(B248;"ru";"fr")
exercises.items.49.instructions.4,"Выполните 3-4 подхода по 10-15 повторений",=GOOGLETRANSLATE(B249;"ru";"pl"),=GOOGLETRANSLATE(B249;"ru";"sv"),=GOOGLETRANSLATE(B249;"ru";"cs"),=GOOGLETRANSLATE(B249;"ru";"sk"),=GOOGLETRANSLATE(B249;"ru";"fi"),=GOOGLETRANSLATE(B249;"ru";"it"),=GOOGLETRANSLATE(B249;"ru";"de"),=GOOGLETRANSLATE(B249;"ru";"fr")
exercises.items.49.tips.0,"Начинайте с простых упражнений",=GOOGLETRANSLATE(B250;"ru";"pl"),=GOOGLETRANSLATE(B250;"ru";"sv"),=GOOGLETRANSLATE(B250;"ru";"cs"),=GOOGLETRANSLATE(B250;"ru";"sk"),=GOOGLETRANSLATE(B250;"ru";"fi"),=GOOGLETRANSLATE(B250;"ru";"it"),=GOOGLETRANSLATE(B250;"ru";"de"),=GOOGLETRANSLATE(B250;"ru";"fr")
exercises.items.49.tips.1,"Следите за техникой",=GOOGLETRANSLATE(B251;"ru";"pl"),=GOOGLETRANSLATE(B251;"ru";"sv"),=GOOGLETRANSLATE(B251;"ru";"cs"),=GOOGLETRANSLATE(B251;"ru";"sk"),=GOOGLETRANSLATE(B251;"ru";"fi"),=GOOGLETRANSLATE(B251;"ru";"it"),=GOOGLETRANSLATE(B251;"ru";"de"),=GOOGLETRANSLATE(B251;"ru";"fr")
exercises.items.49.tips.2,"Не торопитесь",=GOOGLETRANSLATE(B252;"ru";"pl"),=GOOGLETRANSLATE(B252;"ru";"sv"),=GOOGLETRANSLATE(B252;"ru";"cs"),=GOOGLETRANSLATE(B252;"ru";"sk"),=GOOGLETRANSLATE(B252;"ru";"fi"),=GOOGLETRANSLATE(B252;"ru";"it"),=GOOGLETRANSLATE(B252;"ru";"de"),=GOOGLETRANSLATE(B252;"ru";"fr")
exercises.items.49.tips.3,"Используйте помощь для поддержки",=GOOGLETRANSLATE(B253;"ru";"pl"),=GOOGLETRANSLATE(B253;"ru";"sv"),=GOOGLETRANSLATE(B253;"ru";"cs"),=GOOGLETRANSLATE(B253;"ru";"sk"),=GOOGLETRANSLATE(B253;"ru";"fi"),=GOOGLETRANSLATE(B253;"ru";"it"),=GOOGLETRANSLATE(B253;"ru";"de"),=GOOGLETRANSLATE(B253;"ru";"fr")

exercises.items.50.title,"Йога-баланс",=GOOGLETRANSLATE(B255;"ru";"pl"),=GOOGLETRANSLATE(B255;"ru";"sv"),=GOOGLETRANSLATE(B255;"ru";"cs"),=GOOGLETRANSLATE(B255;"ru";"sk"),=GOOGLETRANSLATE(B255;"ru";"fi"),=GOOGLETRANSLATE(B255;"ru";"it"),=GOOGLETRANSLATE(B255;"ru";"de"),=GOOGLETRANSLATE(B255;"ru";"fr")
exercises.items.50.instructions.0,"Встаньте прямо, ноги вместе",=GOOGLETRANSLATE(B256;"ru";"pl"),=GOOGLETRANSLATE(B256;"ru";"sv"),=GOOGLETRANSLATE(B256;"ru";"cs"),=GOOGLETRANSLATE(B256;"ru";"sk"),=GOOGLETRANSLATE(B256;"ru";"fi"),=GOOGLETRANSLATE(B256;"ru";"it"),=GOOGLETRANSLATE(B256;"ru";"de"),=GOOGLETRANSLATE(B256;"ru";"fr")
exercises.items.50.instructions.1,"Поднимите одну ногу и поставьте на бедро другой",=GOOGLETRANSLATE(B257;"ru";"pl"),=GOOGLETRANSLATE(B257;"ru";"sv"),=GOOGLETRANSLATE(B257;"ru";"cs"),=GOOGLETRANSLATE(B257;"ru";"sk"),=GOOGLETRANSLATE(B257;"ru";"fi"),=GOOGLETRANSLATE(B257;"ru";"it"),=GOOGLETRANSLATE(B257;"ru";"de"),=GOOGLETRANSLATE(B257;"ru";"fr")
exercises.items.50.instructions.2,"Сложите руки перед грудью",=GOOGLETRANSLATE(B258;"ru";"pl"),=GOOGLETRANSLATE(B258;"ru";"sv"),=GOOGLETRANSLATE(B258;"ru";"cs"),=GOOGLETRANSLATE(B258;"ru";"sk"),=GOOGLETRANSLATE(B258;"ru";"fi"),=GOOGLETRANSLATE(B258;"ru";"it"),=GOOGLETRANSLATE(B258;"ru";"de"),=GOOGLETRANSLATE(B258;"ru";"fr")
exercises.items.50.instructions.3,"Держите равновесие",=GOOGLETRANSLATE(B259;"ru";"pl"),=GOOGLETRANSLATE(B259;"ru";"sv"),=GOOGLETRANSLATE(B259;"ru";"cs"),=GOOGLETRANSLATE(B259;"ru";"sk"),=GOOGLETRANSLATE(B259;"ru";"fi"),=GOOGLETRANSLATE(B259;"ru";"it"),=GOOGLETRANSLATE(B259;"ru";"de"),=GOOGLETRANSLATE(B259;"ru";"fr")
exercises.items.50.instructions.4,"Выполните для обеих ног по 30-60 секунд",=GOOGLETRANSLATE(B260;"ru";"pl"),=GOOGLETRANSLATE(B260;"ru";"sv"),=GOOGLETRANSLATE(B260;"ru";"cs"),=GOOGLETRANSLATE(B260;"ru";"sk"),=GOOGLETRANSLATE(B260;"ru";"fi"),=GOOGLETRANSLATE(B260;"ru";"it"),=GOOGLETRANSLATE(B260;"ru";"de"),=GOOGLETRANSLATE(B260;"ru";"fr")
