KEY,RUSSIAN,Polski,Svenska,Čeština,Slovenčina,Suomi,Italiano,Deutsch,Français
exercises.items.52.tips.1,Используйте помощь для страховки,Skorzystaj z pomocy w zakresie ubezpieczeń,Använd hjälp för försäkring,Použijte pomoc pro pojištění,Použite pomoc na poistenie,Käytä apua vakuutukseen,Utilizzare l'aiuto per l'assicurazione,Hilfe zur Versicherung nutzen,Utiliser l'aide pour l'assurance
exercises.items.52.tips.2,Держите корпус напряженным,Napnij mięśnie korpusu,Håll din kärna tät,Udržujte své jádro pevné,Udržujte svoje jadro pevne,Pidä ydin tiukkana,Mantieni il tuo core contratto,Halten Sie Ihren Rumpf angespannt,Gardez votre tronc serré
exercises.items.52.tips.3,Не перенапрягайтесь,Nie przemęczaj się,Överansträng dig inte,Nepřetěžujte se,Nepreťažujte sa,Älä ylikuormita itseäsi,Non sforzarti troppo,Überanstrengen Sie sich nicht,Ne vous surmenez pas
,,,,,,,,,
exercises.items.53.title,Фартлек,Fartlek,Fartlek,Fartlek,Fartlek,Fartlek,Fartlek,Fahrtspiel,Fartlek
exercises.items.53.instructions.0,Начните с медленного бега 5-10 минут,Zacznij od powolnego truchtu przez 5–10 minut,Börja med en långsam joggingtur i 5-10 minuter,Začněte pomalým joggingem po dobu 5-10 minut,Začnite pomalým joggingom po dobu 5-10 minút,Aloita hitaalla lenkillä 5-10 minuuttia,Inizia con una corsa lenta per 5-10 minuti,Beginnen Sie mit einem langsamen Joggen für 5-10 Minuten,Commencez par un jogging lent pendant 5 à 10 minutes
exercises.items.53.instructions.1,Увеличьте скорость до 80% от максимальной на 2-3 минуты,Zwiększ prędkość do 80% maksymalnej na 2-3 minuty,Öka hastigheten till 80 % av max i 2-3 minuter,Zvyšte rychlost na 80 % maxima na 2-3 minuty,Zvýšte rýchlosť na 80 % maxima na 2-3 minúty,Lisää nopeutta 80 %:iin maksimiarvosta 2-3 minuutiksi,Aumentare la velocità all'80% del massimo per 2-3 minuti,Erhöhen Sie die Geschwindigkeit für 2–3 Minuten auf 80 % des Maximums,Augmenter la vitesse à 80 % du maximum pendant 2 à 3 minutes
exercises.items.53.instructions.2,Вернитесь к медленному бегу на 1-2 минуты,Wróć do powolnego truchtu na 1-2 minuty,Återgå till en långsam joggingtur i 1-2 minuter,Vraťte se k pomalému běhání na 1-2 minuty,Vráťte sa k pomalému poklusu na 1-2 minúty,Palaa hitaaseen lenkkeilyyn 1-2 minuutiksi,Ritornare a una corsa lenta per 1-2 minuti,Kehren Sie für 1-2 Minuten zu einem langsamen Joggen zurück,Reprenez un jogging lent pendant 1 à 2 minutes
exercises.items.53.instructions.3,Повторите цикл 4-6 раз,Powtórz cykl 4-6 razy,Upprepa cykeln 4-6 gånger,Cyklus opakujte 4-6krát,Opakujte cyklus 4-6 krát,Toista sykli 4-6 kertaa,Ripetere il ciclo 4-6 volte,Wiederholen Sie den Zyklus 4-6 Mal,Répétez le cycle 4 à 6 fois
exercises.items.53.instructions.4,Завершите медленным бегом 5-10 минут,Na koniec wykonaj powolny trucht przez 5–10 minut,Avsluta med en långsam joggingtur i 5-10 minuter,Dokončete pomalým poklusem po dobu 5-10 minut,Dokončite pomalým joggingom po dobu 5-10 minút,Lopeta hidas hölkkä 5-10 minuuttia,Termina con una corsa lenta per 5-10 minuti,Beenden Sie die Übung mit einem langsamen Lauf für 5–10 Minuten.,Terminez par un jogging lent pendant 5 à 10 minutes
exercises.items.53.tips.0,Слушайте свое тело,Słuchaj swojego ciała,Lyssna på din kropp,Poslouchejte své tělo,Počúvajte svoje telo,Kuuntele kehoasi,Ascolta il tuo corpo,Hören Sie auf Ihren Körper,Écoutez votre corps
exercises.items.53.tips.1,Не превышайте 80% от максимальной скорости,Nie przekraczać 80% maksymalnej prędkości,Överskrid inte 80 % av maxhastigheten,Nepřekračujte 80 % maximální rychlosti,Neprekračujte 80 % maximálnej rýchlosti,Älä ylitä 80 % enimmäisnopeudesta,Non superare l'80% della velocità massima,Überschreiten Sie nicht 80 % der Höchstgeschwindigkeit,Ne pas dépasser 80% de la vitesse maximale
exercises.items.53.tips.2,Дышите глубоко,Oddychaj głęboko,Andas djupt,Zhluboka dýchejte,Zhlboka dýchajte,Hengitä syvään,Respira profondamente,Tief durchatmen,Respirez profondément
exercises.items.53.tips.3,Пейте воду во время тренировки,Pij wodę podczas treningu.,Drick vatten under träningen.,Během cvičení pijte vodu.,Počas tréningu pite vodu.,Juo vettä harjoittelun aikana.,Bevi acqua durante l'allenamento.,Trinken Sie während des Trainings Wasser.,Buvez de l’eau pendant votre entraînement.
,,,,,,,,,
exercises.items.54.title,Повторные спринты,Powtarzające się sprinty,Upprepade spurter,Opakované sprinty,Opakované šprinty,Toistuvat sprintit,Sprint ripetuti,Wiederholte Sprints,Sprints répétés
exercises.items.54.instructions.0,Выполните 10-минутную разминку,Zrób 10-minutową rozgrzewkę,Gör en 10 minuters uppvärmning,Proveďte 10minutové zahřátí,Vykonajte 10-minútové zahrievanie,Tee 10 minuutin lämmittely,Fai un riscaldamento di 10 minuti,Machen Sie ein 10-minütiges Aufwärmtraining,Faites un échauffement de 10 minutes
exercises.items.54.instructions.1,Пробегите спринт на максимальной скорости 30 секунд,Biegnij sprintem z maksymalną prędkością przez 30 sekund,Kör en sprint med maximal hastighet i 30 sekunder,Běžte sprint maximální rychlostí po dobu 30 sekund,Spustite šprint maximálnou rýchlosťou po dobu 30 sekúnd,Juokse sprintti maksiminopeudella 30 sekuntia,Eseguire uno sprint alla massima velocità per 30 secondi,Laufen Sie 30 Sekunden lang einen Sprint mit maximaler Geschwindigkeit,Exécutez un sprint à vitesse maximale pendant 30 secondes
exercises.items.54.instructions.2,Отдохните 2-3 минуты,Odpocznij przez 2-3 minuty,Vila i 2-3 minuter,Odpočívejte 2-3 minuty,Odpočívajte 2-3 minúty,Lepää 2-3 minuuttia,Riposare per 2-3 minuti,2-3 Minuten ruhen lassen,Reposez-vous pendant 2 à 3 minutes
exercises.items.54.instructions.3,Повторите спринт,Powtórz sprint,Upprepa sprinten,Opakujte sprint,Opakujte šprint,Toista sprintti,Ripeti lo sprint,Wiederholen Sie den Sprint,Répétez le sprint
exercises.items.54.instructions.4,Выполните 6-8 спринтов,Wykonaj 6-8 sprintów,Kör 6-8 spurter,Proveďte 6-8 sprintů,Vykonajte 6-8 šprintov,Suorita 6-8 sprinttiä,Eseguire 6-8 sprint,Führen Sie 6-8 Sprints durch,Effectuer 6 à 8 sprints
exercises.items.54.tips.0,Не экономьте на разминке,Nie oszczędzaj na rozgrzewce,Snåla inte med din uppvärmning,Nešetřete na rozcvičce,Nešetrite na rozcvičke,Älä säästä lämmittelyssäsi,Non lesinare sul riscaldamento,Sparen Sie nicht beim Aufwärmen,Ne lésinez pas sur votre échauffement
exercises.items.54.tips.1,Отдыхайте полностью между спринтами,Odpoczywaj całkowicie między sprintami,Vila helt mellan spurterna,Mezi sprinty si úplně odpočiňte,Medzi šprintmi si úplne oddýchnite,Lepää täysin sprinttien välillä,Riposare completamente tra gli sprint,Machen Sie zwischen den Sprints eine vollständige Pause,Reposez-vous complètement entre les sprints
exercises.items.54.tips.2,Следите за техникой бега,Uważaj na technikę biegania,Titta på din löpteknik,Sledujte techniku ​​běhu,Sledujte techniku ​​behu,Tarkkaile juoksutekniikkaasi,Fai attenzione alla tua tecnica di corsa,Achte auf deine Lauftechnik,Surveillez votre technique de course
exercises.items.54.tips.3,Не тренируйтесь ежедневно,Nie ćwicz codziennie,Träna inte dagligen,Necvičte denně,Necvičte denne,Älä harjoittele päivittäin,Non fare esercizio fisico quotidianamente,Trainieren Sie nicht täglich,Ne faites pas d'exercice quotidiennement
,,,,,,,,,
exercises.items.55.title,Интервалы на велосипеде,Interwały na rowerze,Intervaller på en cykel,Intervaly na kole,Intervaly na bicykli,Intervallit pyörällä,Intervalli in bicicletta,Intervalle auf dem Fahrrad,Intervalles sur un vélo
exercises.items.55.instructions.0,Начните с 5-минутной разминки,Zacznij od 5-minutowej rozgrzewki,Börja med en 5 minuters uppvärmning,Začněte 5minutovým zahřátím,Začnite 5-minútovým zahrievaním,Aloita 5 minuutin lämmittelyllä,Inizia con un riscaldamento di 5 minuti,Beginnen Sie mit einem 5-minütigen Aufwärmen,Commencez par un échauffement de 5 minutes
exercises.items.55.instructions.1,Увеличьте нагрузку до 80% от максимальной,Zwiększ obciążenie do 80% maksymalnego,Öka belastningen till 80 % av max,Zvyšte zátěž na 80 % maxima,Zvýšte zaťaženie na 80 % maxima,Lisää kuormitusta 80 prosenttiin maksimista,Aumentare il carico all'80% del massimo,Erhöhen Sie die Last auf 80 % des Maximums,Augmenter la charge à 80% du maximum
exercises.items.55.instructions.2,Крутите педали с высокой интенсивностью 2-3 минуты,Pedałuj z dużą intensywnością przez 2-3 minuty,Pedal med hög intensitet i 2-3 minuter,Pedál s vysokou intenzitou po dobu 2-3 minut,Pedálte pri vysokej intenzite 2-3 minúty,Poljin suurella teholla 2-3 minuuttia,Pedalare ad alta intensità per 2-3 minuti,Treten Sie 2–3 Minuten lang mit hoher Intensität in die Pedale,Pédalez à haute intensité pendant 2 à 3 minutes
exercises.items.55.instructions.3,Снизьте нагрузку до 50% на 1-2 минуты,Zmniejsz obciążenie do 50% na 1-2 minuty,Minska belastningen till 50 % i 1-2 minuter,Snižte zátěž na 50 % po dobu 1-2 minut,Znížte záťaž na 50 % na 1-2 minúty,Vähennä kuormitusta 50 %:iin 1-2 minuutiksi,Ridurre il carico al 50% per 1-2 minuti,Reduzieren Sie die Belastung für 1-2 Minuten auf 50 %,Réduisez la charge à 50 % pendant 1 à 2 minutes
exercises.items.55.instructions.4,Повторите цикл 6-8 раз,Powtórz cykl 6-8 razy,Upprepa cykeln 6-8 gånger,Opakujte cyklus 6-8krát,Opakujte cyklus 6-8 krát,Toista sykli 6-8 kertaa,Ripetere il ciclo 6-8 volte,Wiederholen Sie den Zyklus 6-8 Mal,Répétez le cycle 6 à 8 fois
exercises.items.55.tips.0,Поддерживайте высокий каденс,Utrzymuj wysoki rytm,Håll en hög kadens,Udržujte vysokou kadenci,Udržujte vysokú kadenciu,Säilytä korkea poljinnopeus,Mantenere una cadenza elevata,Behalten Sie eine hohe Trittfrequenz bei,Maintenir une cadence élevée
exercises.items.55.tips.1,Дышите глубоко,Oddychaj głęboko,Andas djupt,Zhluboka dýchejte,Zhlboka dýchajte,Hengitä syvään,Respira profondamente,Tief durchatmen,Respirez profondément
exercises.items.55.tips.2,Следите за пульсом,Uważaj na swój puls,Håll ett öga på pulsen,Sledujte svůj puls,Sledujte svoj pulz,Pidä pulssia silmällä,Tieni d'occhio il tuo polso,Behalten Sie Ihren Puls im Auge,Gardez un œil sur votre pouls
exercises.items.55.tips.3,Пейте воду регулярно,Pij wodę regularnie,Drick vatten regelbundet,Pijte pravidelně vodu,Pravidelne pite vodu,Juo vettä säännöllisesti,Bere acqua regolarmente,Trinken Sie regelmäßig Wasser,Boire de l'eau régulièrement
,,,,,,,,,
exercises.items.56.title,Бег по холмам,Bieganie po górach,Berglöpning,Běh do kopce,Beh do kopca,Mäkijuoksu,Corsa in collina,Berglauf,Course en montagne
exercises.items.56.instructions.0,Найдите холм с уклоном 5-10%,Znajdź wzgórze o nachyleniu 5-10%,Hitta en kulle med en lutning på 5-10 %,Najděte kopec se sklonem 5-10%,Nájdite kopec so sklonom 5-10%,"Etsi mäki, jonka kaltevuus on 5-10 %",Trova una collina con una pendenza del 5-10%,Suchen Sie einen Hügel mit einer Steigung von 5-10 %,Trouvez une colline avec une pente de 5 à 10 %
exercises.items.56.instructions.1,Выполните 10-минутную разминку,Zrób 10-minutową rozgrzewkę,Gör en 10 minuters uppvärmning,Proveďte 10minutové zahřátí,Vykonajte 10-minútové zahrievanie,Tee 10 minuutin lämmittely,Fai un riscaldamento di 10 minuti,Machen Sie ein 10-minütiges Aufwärmtraining,Faites un échauffement de 10 minutes
exercises.items.56.instructions.2,Бегите вверх по холму с умеренной скоростью,Wbiegnij pod górę z umiarkowaną prędkością,Spring uppför backen i måttlig hastighet,Vyběhněte do kopce mírnou rychlostí,Vybehnite do kopca miernou rýchlosťou,Juokse mäkeä ylös kohtuullisella nopeudella,Corri su per la collina a velocità moderata,Laufen Sie mit mäßiger Geschwindigkeit den Hügel hinauf,Montez la colline à une vitesse modérée
exercises.items.56.instructions.3,Спускайтесь вниз для восстановления,"Zejdź, żeby się zregenerować",Gå ner för att återhämta dig,"Jděte dolů, abyste se vzpamatovali",Choďte dole a zotavte sa,Mene alas toipumaan,Scendere per recuperare,"Gehen Sie nach unten, um sich zu erholen",Descendre pour récupérer
exercises.items.56.instructions.4,Повторите 6-10 подъемов,Powtórz 6-10 podniesień,Upprepa 6-10 lyft,Opakujte 6-10 zdvihů,Opakujte 6-10 zdvihov,Toista 6-10 nostoa,Ripeti 6-10 sollevamenti,Wiederholen Sie 6-10 Hebungen,Répétez 6 à 10 levées
exercises.items.56.tips.0,Начинайте с небольшого уклона,Zacznij od lekkiego nachylenia,Börja med en liten lutning,Začněte s mírným sklonem,Začnite s miernym sklonom,Aloita pienellä kaltevuudella,Inizia con una leggera pendenza,Beginnen Sie mit einer leichten Steigung,Commencez par une légère inclinaison
exercises.items.56.tips.1,Держите спину прямой при подъеме,Podczas podnoszenia trzymaj plecy prosto.,Håll ryggen rak när du lyfter.,Při zvedání mějte rovná záda.,Pri zdvíhaní držte chrbát rovno.,Pidä selkäsi suorana nostaessasi.,Mantieni la schiena dritta mentre sollevi.,Halten Sie beim Heben Ihren Rücken gerade.,Gardez le dos droit pendant que vous soulevez.
exercises.items.56.tips.2,Работайте руками активно,Pracuj aktywnie rękami,Arbeta aktivt med händerna,Aktivně pracujte rukama,Aktívne pracujte rukami,Työskentele aktiivisesti käsilläsi,Lavora attivamente con le mani,Aktiv mit den Händen arbeiten,Travaillez activement avec vos mains
exercises.items.56.tips.3,Не торопитесь на спуске,Nie spiesz się podczas zejścia,Ta dig tid på nedstigningen,Dejte si na sestup načas,Neponáhľajte sa na zostup,Varaa aikaa laskeutumiseen,Prenditi il ​​tuo tempo durante la discesa,Nehmen Sie sich Zeit für den Abstieg,Prenez votre temps dans la descente
,,,,,,,,,
exercises.items.57.title,Плиометрические круги,Kręgi plyometryczne,Plyometriska cirklar,Plyometrické kruhy,Plyometrické kruhy,Plyometriset ympyrät,Cerchi pliometrici,Plyometrische Kreise,Cercles pliométriques
exercises.items.57.instructions.0,Выполните 10-минутную разминку,Zrób 10-minutową rozgrzewkę,Gör en 10 minuters uppvärmning,Proveďte 10minutové zahřátí,Vykonajte 10-minútové zahrievanie,Tee 10 minuutin lämmittely,Fai un riscaldamento di 10 minuti,Machen Sie ein 10-minütiges Aufwärmtraining,Faites un échauffement de 10 minutes
exercises.items.57.instructions.1,Сделайте прыжки в длину с места,Wykonuj długie skoki ze stania,Gör långa hopp från stående position,Dělejte dlouhé skoky ze stoje,Robte dlhé skoky zo stoja,Tee pitkiä hyppyjä seisoma-asennosta,Eseguire salti lunghi partendo da una posizione eretta,Machen Sie weite Sprünge aus dem Stand,Faire des sauts en longueur à partir d'une position debout
exercises.items.57.instructions.2,Выполните прыжки через препятствия,Wykonuj skoki przez przeszkody,Gör hopp över hinder,Provádějte skoky přes překážky,Vykonajte skoky cez prekážky,Suorita hyppyjä esteiden yli,Eseguire salti sopra gli ostacoli,Führen Sie Sprünge über Hindernisse aus,Effectuer des sauts par-dessus des obstacles
exercises.items.57.instructions.3,Сделайте прыжки на ящик,Wykonuj skoki na skrzynię,Gör box jumps,Dělejte boxové skoky,Robte boxové skoky,Tee laatikkohyppyjä,Fai salti sulla scatola,Machen Sie Boxsprünge,Faire des sauts en boîte
exercises.items.57.instructions.4,Отдохните 2-3 минуты и повторите круг,Odpocznij przez 2-3 minuty i powtórz obwód.,Vila i 2-3 minuter och upprepa kretsen.,Odpočívejte 2-3 minuty a opakujte okruh.,Odpočívajte 2-3 minúty a opakujte okruh.,Lepää 2-3 minuuttia ja toista kierros.,Riposare per 2-3 minuti e ripetere il circuito.,Machen Sie 2–3 Minuten Pause und wiederholen Sie den Kreislauf.,Reposez-vous pendant 2 à 3 minutes et répétez le circuit.
exercises.items.57.tips.0,Следите за техникой приземления,Uważaj na technikę lądowania,Titta på din landningsteknik,Pozor na techniku ​​přistání,Sledujte techniku ​​pristátia,Tarkkaile laskeutumistekniikkaasi,Fai attenzione alla tecnica di atterraggio,Achten Sie auf Ihre Landetechnik,Surveillez votre technique d'atterrissage
exercises.items.57.tips.1,Приземляйтесь на полусогнутые ноги,Ląduj z ugiętymi nogami,Landa med böjda ben,Přistaňte s pokrčenýma nohama,Pristaňte s pokrčenými nohami,Laskeudu jalat koukussa,Atterra con le gambe piegate,Lande mit gebeugten Beinen,Atterrissez avec les jambes pliées
exercises.items.57.tips.2,Работайте руками для баланса,Użyj ramion do utrzymania równowagi,Använd armarna för balans,Pro rovnováhu použijte paže,Použite ruky na rovnováhu,Käytä käsiäsi tasapainoon,Usa le braccia per mantenere l'equilibrio,Verwenden Sie Ihre Arme zum Balancieren,Utilisez vos bras pour garder l'équilibre
exercises.items.57.tips.3,Не переусердствуйте с количеством,Nie przesadzaj z ilością,Överdriv inte med kvantiteten,Nepřehánějte to s množstvím,Nepreháňajte to s množstvom,Älä liioittele määrän kanssa,Non esagerare con la quantità,Übertreiben Sie es nicht mit der Menge,N'en faites pas trop avec la quantité
,,,,,,,,,
exercises.items.58.title,Легкая растяжка,Lekkie rozciąganie,Lätt stretching,Lehké protažení,Ľahký strečing,Kevyt venyttely,Allungamento leggero,Leichtes Dehnen,Étirements légers
exercises.items.58.instructions.0,Начните с легких движений,Zacznij od lekkich ruchów,Börja med lätta rörelser,Začněte lehkými pohyby,Začnite ľahkými pohybmi,Aloita kevyillä liikkeillä,Iniziare con movimenti leggeri,Beginnen Sie mit leichten Bewegungen,Commencez par des mouvements légers
exercises.items.58.instructions.1,Выполните растяжку основных мышечных групп,Rozciągnij główne grupy mięśni,Sträck dina stora muskelgrupper,Protáhněte hlavní svalové skupiny,Natiahnite hlavné svalové skupiny,Venytä tärkeimpiä lihasryhmiäsi,Allunga i principali gruppi muscolari,Dehnen Sie Ihre großen Muskelgruppen,Étirez vos principaux groupes musculaires
exercises.items.58.instructions.2,Дышите глубоко и равномерно,Oddychaj głęboko i równomiernie,Andas djupt och jämnt,Dýchejte zhluboka a rovnoměrně,Dýchajte zhlboka a rovnomerne,Hengitä syvään ja tasaisesti,Respira profondamente e in modo uniforme,Atme tief und gleichmäßig,Respirez profondément et régulièrement
exercises.items.58.instructions.3,Двигайтесь плавно и медленно,Poruszaj się płynnie i powoli,Rör dig mjukt och långsamt,Pohybujte se plynule a pomalu,Pohybujte sa hladko a pomaly,Liikkuu tasaisesti ja hitaasti,Muoviti dolcemente e lentamente,Bewegen Sie sich sanft und langsam,Déplacez-vous doucement et lentement
exercises.items.58.instructions.4,Завершите глубоким дыханием,Zakończ głębokim oddechem.,Avsluta med djup andning.,Dokončete hlubokým dýcháním.,Dokončite hlbokým dýchaním.,Viimeistele syvään hengityksellä.,Termina con una respirazione profonda.,Beenden Sie die Übung mit einer tiefen Atmung.,Terminez par une respiration profonde.
exercises.items.58.tips.0,Не растягивайтесь до боли,Nie rozciągaj się do momentu odczuwania bólu.,Sträck dig inte till smärtan.,Nenatahujte se až k bolesti.,Nenaťahujte sa až do bolesti.,Älä venytä kipuun asti.,Non allungarti fino al punto di provare dolore.,Dehnen Sie sich nicht bis zum Schmerz.,Ne vous étirez pas jusqu’à ressentir de la douleur.
exercises.items.58.tips.1,Дышите глубоко,Oddychaj głęboko,Andas djupt,Zhluboka dýchejte,Zhlboka dýchajte,Hengitä syvään,Respira profondamente,Tief durchatmen,Respirez profondément
exercises.items.58.tips.2,Расслабляйтесь полностью,Zrelaksuj się całkowicie,Slappna av helt,Uvolněte se úplně,Úplne sa uvoľnite,Rentoudu kokonaan,Rilassati completamente,Entspannen Sie sich vollkommen,Détendez-vous complètement
exercises.items.58.tips.3,Выполняйте регулярно,Rób to regularnie,Gör det regelbundet,Dělejte to pravidelně,Robte to pravidelne,Tee se säännöllisesti,Fallo regolarmente,Mach es regelmäßig,Faites-le régulièrement
,,,,,,,,,
exercises.items.59.title,Фоам-роллинг,Wałkowanie piankowe,Skumrullande,Válcování pěny,Valcovanie peny,Vaahto rullaus,Rullo di schiuma,Schaumstoffrollen,Roulage en mousse
exercises.items.59.instructions.0,Лягте на фоам-роллер,Połóż się na wałku piankowym,Lägg dig på foam rollern,Lehněte si na pěnový válec,Ľahnite si na penový valec,Makaa vaahtomuovitelalle,Sdraiati sul foam roller,Legen Sie sich auf die Schaumstoffrolle,Allongez-vous sur le rouleau en mousse
exercises.items.59.instructions.1,Медленно катайте роллер под мышцами,Powoli przesuwaj wałek pod mięśniami.,Rulla rullen långsamt under dina muskler.,Válec pomalu rolujte pod svaly.,Valčekom pomaly rolujte pod svalmi.,Pyöritä rullaa hitaasti lihasten alle.,Fai rotolare lentamente il rullo sotto i muscoli.,Rollen Sie die Rolle langsam unter Ihren Muskeln.,Faites rouler lentement le rouleau sous vos muscles.
exercises.items.59.instructions.2,Остановитесь на болезненных точках,Skup się na punktach bólu,Fokusera på smärtpunkter,Zaměřte se na bolestivé body,Zamerajte sa na bolestivé body,Keskity kipupisteisiin,Concentrarsi sui punti dolenti,Konzentrieren Sie sich auf die Schmerzpunkte,Se concentrer sur les points sensibles
exercises.items.59.instructions.3,Держите давление 30-60 секунд,Utrzymaj nacisk przez 30-60 sekund,Håll trycket i 30-60 sekunder,Držte tlak po dobu 30-60 sekund,Držte tlak 30-60 sekúnd,Pidä painetta 30-60 sekuntia,Mantenere la pressione per 30-60 secondi,Halten Sie den Druck 30-60 Sekunden lang,Maintenez la pression pendant 30 à 60 secondes
exercises.items.59.instructions.4,Повторите для всех групп мышц,Powtórz dla wszystkich grup mięśni.,Upprepa för alla muskelgrupper.,Opakujte pro všechny svalové skupiny.,Opakujte pre všetky svalové skupiny.,Toista kaikille lihasryhmille.,Ripetere l'esercizio per tutti i gruppi muscolari.,Wiederholen Sie dies für alle Muskelgruppen.,Répétez l’opération pour tous les groupes musculaires.
exercises.items.59.tips.0,Не катайте по суставам,Nie kręć się na stawach,Rulla inte på lederna,Neválejte se na klouby,Neváľajte sa na kĺboch,Älä pyöri nivelilläsi,Non rotolare sulle articolazioni,Rollen Sie nicht auf Ihren Gelenken,Ne roulez pas sur vos articulations
exercises.items.59.tips.1,Дышите глубоко,Oddychaj głęboko,Andas djupt,Zhluboka dýchejte,Zhlboka dýchajte,Hengitä syvään,Respira profondamente,Tief durchatmen,Respirez profondément
exercises.items.59.tips.2,Не терпите сильную боль,Nie toleruj silnego bólu,Tål inte svår smärta,Netolerujte silnou bolest,Netolerujte silnú bolesť,Älä siedä voimakasta kipua,Non tollerare il dolore intenso,Keine starken Schmerzen ertragen,Ne tolérez pas la douleur intense
exercises.items.59.tips.3,Начинайте с мягкого роллера,Zacznij od miękkiego wałka,Börja med en mjuk rulle,Začněte měkkým válečkem,Začnite mäkkým valčekom,Aloita pehmeällä telalla,Inizia con un rullo morbido,Beginnen Sie mit einer weichen Rolle,Commencez avec un rouleau souple
,,,,,,,,,
exercises.items.60.title,Легкий бег,Lekki jogging,Lätt jogging,Lehké běhání,Ľahký jogging,Kevyt lenkkeily,Corsa leggera,Leichtes Joggen,Jogging léger
exercises.items.60.instructions.0,Начните с медленного темпа,Zacznij w wolnym tempie,Börja i långsam takt,Začněte pomalým tempem,Začnite pomalým tempom,Aloita hitaasti,Inizia a un ritmo lento,Beginnen Sie langsam,Commencez à un rythme lent
exercises.items.60.instructions.1,Держите пульс на уровне 60-70% от максимального,Utrzymuj tętno na poziomie 60-70% swojego maksymalnego tętna,Håll din puls på 60-70% av ditt maximala,Udržujte tepovou frekvenci na 60-70% svého maxima,Udržujte svoju srdcovú frekvenciu na 60-70% svojho maxima,Pidä sykkeesi 60-70 % maksimistasi,Mantieni la frequenza cardiaca al 60-70% del massimo,Halten Sie Ihre Herzfrequenz bei 60-70 % Ihres Maximums,Maintenez votre fréquence cardiaque à 60-70 % de votre maximum
exercises.items.60.instructions.2,Дышите глубоко и равномерно,Oddychaj głęboko i równomiernie,Andas djupt och jämnt,Dýchejte zhluboka a rovnoměrně,Dýchajte zhlboka a rovnomerne,Hengitä syvään ja tasaisesti,Respira profondamente e in modo uniforme,Atme tief und gleichmäßig,Respirez profondément et régulièrement
exercises.items.60.instructions.3,Поддерживайте постоянный темп,Utrzymuj stałe tempo,Håll ett konstant tempo,Udržujte konstantní tempo,Udržujte konštantné tempo,Säilytä tasaista tahtia,Mantenere un ritmo costante,Halten Sie ein konstantes Tempo,Maintenir un rythme constant
exercises.items.60.instructions.4,Завершите постепенным снижением темпа,Zakończ stopniowym zmniejszaniem tempa,Avsluta med en gradvis minskning av tempot,Skončete postupným snižováním tempa,Dokončite postupným znižovaním tempa,Lopeta asteittainen tempon lasku,Terminare con una graduale diminuzione del tempo,Beenden Sie mit einer allmählichen Verringerung des Tempos,Terminez par une diminution progressive du rythme
exercises.items.60.tips.0,Следите за пульсом,Uważaj na swój puls,Håll ett öga på pulsen,Sledujte svůj puls,Sledujte svoj pulz,Pidä pulssia silmällä,Tieni d'occhio il tuo polso,Behalten Sie Ihren Puls im Auge,Gardez un œil sur votre pouls
exercises.items.60.tips.1,Дышите через нос,Oddychaj przez nos,Andas genom näsan,Dýchejte nosem,Dýchajte nosom,Hengitä nenäsi kautta,Respira attraverso il naso,Atme durch die Nase,Respirez par le nez
exercises.items.60.tips.2,Не перенапрягайтесь,Nie przemęczaj się,Överansträng dig inte,Nepřetěžujte se,Nepreťažujte sa,Älä ylikuormita itseäsi,Non sforzarti troppo,Überanstrengen Sie sich nicht,Ne vous surmenez pas
exercises.items.60.tips.3,Наслаждайтесь процессом,Ciesz się procesem,Njut av processen,Užijte si proces,Užite si proces,Nauti prosessista,Godetevi il processo,Genießen Sie den Prozess,Profitez du processus
,,,,,,,,,
exercises.items.61.title,Плавание,Pływacki,Simning,Plavání,Plávanie,Uima,Nuoto,Baden,Natation
exercises.items.61.instructions.0,Начните с разминки на суше,Zacznij od rozgrzewki na lądzie,Börja med en uppvärmning på torrt land,Začněte rozcvičkou na suchu,Začnite rozcvičkou na suchu,Aloita lämmittelyllä kuivalla maalla,Inizia con un riscaldamento sulla terraferma,Beginnen Sie mit einem Aufwärmen an Land,Commencez par un échauffement sur la terre ferme
exercises.items.61.instructions.1,Войдите в воду постепенно,Wchodź do wody stopniowo,Gå ner i vattnet gradvis,Vstupujte do vody postupně,Do vody vstupujte postupne,Mene veteen vähitellen,Entrare in acqua gradualmente,Steigen Sie langsam ins Wasser ein,Entrez dans l'eau progressivement
exercises.items.61.instructions.2,Плавайте в комфортном темпе,Pływaj w komfortowym tempie,Simma i ett behagligt tempo,Plavte pohodlným tempem,Plávať pohodlným tempom,Ui mukavaan tahtiin,Nuotare a un ritmo confortevole,Schwimmen Sie in einem angenehmen Tempo,Nagez à un rythme confortable
exercises.items.61.instructions.3,Меняйте стили плавания,Zmień swój styl pływania,Ändra dina simstilar,Změňte své plavecké styly,Zmeňte svoj štýl plávania,Muuta uintityyliäsi,Cambia il tuo stile di nuoto,Ändern Sie Ihren Schwimmstil,Changez vos styles de nage
exercises.items.61.instructions.4,Завершите медленным плаванием,Zakończ powolnym pływaniem,Avsluta med ett långsamt dopp,Zakončete pomalým plaváním,Dokončite pomalým plávaním,Lopeta hidas uiminen,Termina con una nuotata lenta,Beenden Sie mit einem langsamen Schwimmen,Terminez par une nage lente
