KEY,RUSSIAN,Polski,Svenska,Čeština,Slovenčina,Suomi,Italiano,Deutsch,Français
auth.errorLoginRequiredMessage,Необходимо войти в профиль для отправки сообщений,,,,,,,,
auth.errorLoginRequiredFriends,Необходимо войти в профиль для добавления в друзья,,,,,,,,
auth.errorRemoveFriend,Не удалось удалить из друзей,,,,,,,,
auth.errorSendFriendRequest,Не удалось отправить запрос дружбы,,,,,,,,
auth.errorCancelRequest,Не удалось отменить запрос,,,,,,,,
auth.errorAcceptRequest,Не удалось принять запрос,,,,,,,,
auth.errorManageFriends,Произошла ошибка при управлении друзьями,,,,,,,,
auth.errorRejectRequest,Не удалось отклонить запрос,,,,,,,,
auth.errorRejectRequestGeneral,Произошла ошибка при отклонении запроса,,,,,,,,
auth.errorOpenLink,Не удалось открыть ссылку,,,,,,,,
auth.errorDataNotFound,Данные не найдены,,,,,,,,
auth.errorNoEditRights,У вас нет прав для редактирования этого профиля,,,,,,,,
auth.errorClearTeams,Не удалось очистить старые данные команд,,,,,,,,
auth.errorSaveTeams,Не удалось сохранить команды,,,,,,,,
auth.errorSaveChanges,Не удалось сохранить изменения,,,,,,,,
auth.errorAdminOnly,Только администратор может удалять пользователей,,,,,,,,
auth.errorPlayerNotFound,Данные игрока не найдены,,,,,,,,
auth.errorDeleteUser,Не удалось удалить пользователя,,,,,,,,
auth.errorCreateUser,Не удалось создать пользователя,,,,,,,,
auth.errorFillNamePhone,"Пожалуйста, заполните имя и номер телефона",,,,,,,,
auth.errorLoadNotifications,Не удалось загрузить уведомления,,,,,,,,
auth.errorGetNotifications,Не удалось получить уведомления,,,,,,,,
auth.errorClearNotifications,Не удалось очистить уведомления,,,,,,,,
auth.errorInvalidNotificationData,Некорректные данные уведомления,,,,,,,,
auth.errorProcessNotification,Не удалось обработать уведомление. Попробуйте еще раз.,,,,,,,,
auth.errorProcessNotificationGeneral,Не удалось обработать уведомление. Попробуйте еще раз.,,,,,,,,
auth.errorProcessFriendRequest,Не удалось обработать запрос в друзья,,,,,,,,
auth.errorProcessRequest,Не удалось обработать запрос,,,,,,,,
auth.errorSendMessage,Не удалось отправить сообщение,,,,,,,,
profile.addFriend,Добавить в друзья,,,,,,,,
profile.addFriendQuestion,Хотите добавить {name} в друзья?,,,,,,,,
profile.loading,Загрузка...,,,,,,,,
profile.basicInfo,Основная информация,,,,,,,,
profile.physicalData,Физические данные,,,,,,,,
profile.country,Страна,,,,,,,,
profile.position,Позиция,,,,,,,,
profile.number,Номер,,,,,,,,
profile.grip,хват,,,,,,,,
profile.birthDate,Дата рождения,,,,,,,,
profile.Левый,Левый,,,,,,,,
profile.Правый,Правый,,,,,,,,
profile.Center,Центральный нападающий,,,,,,,,
profile.Winger,Крайний нападающий,,,,,,,,
profile.Defender,Защитник,,,,,,,,
profile.Goalie,Вратарь,,,,,,,,
profile.height,Рост,,,,,,,,
profile.weight,Вес,,,,,,,,
profile.age,Возраст,,,,,,,,
profile.team,Команда,,,,,,,,
profile.status,Статус,,,,,,,,
profile.player,Игрок,,,,,,,,
profile.coach,Тренер,,,,,,,,
profile.scout,Скаут,,,,,,,,
profile.admin,Техподдержка,,,,,,,,
profile.star,Звезда,,,,,,,,
profile.shop,Хоккейный магазин,,,,,,,,
profile.notSpecified,Не указано,,,,,,,,
profile.yearsOld,лет,,,,,,,,
profile.cm,см,,,,,,,,
profile.kg,кг,,,,,,,,
profile.left,Левый,,,,,,,,
profile.right,Правый,,,,,,,,
profile.center,Центральный нападающий,,,,,,,,
profile.winger,Крайний нападающий,,,,,,,,
profile.defender,Защитник,,,,,,,,
profile.goalie,Вратарь,,,,,,,,
profile.Left,Левый,,,,,,,,
profile.Right,Правый,,,,,,,,
profile.inHockey,В хоккее,,,,,,,,
profile.lengthInCm,Длина в см,,,,,,,,
profile.additional,Дополнительно,,,,,,,,
profile.cancel,Отмена,,,,,,,,
profile.friends,Друзья,,,,,,,,
profile.friendship,Дружба,,,,,,,,
profile.statistics,Статистика текущего сезона,,,,,,,,
profile.teams,Команды,,,,,,,,
profile.currentTeams,Текущие команды,,,,,,,,
profile.pastTeams,Прошлые команды,,,,,,,,
profile.teamInfo,Информация о команде,,,,,,,,
profile.videoMoments,Видео моментов,,,,,,,,
profile.standards,Нормативы,,,,,,,,
profile.achievements,Достижения,,,,,,,,
profile.noAchievements,Нет достижений,,,,,,,,
profile.hockeyPhotos,Хоккейные фото,,,,,,,,
profile.photos,Фото,,,,,,,,
profile.museum,Музей,,,,,,,,
profile.youAreFriendsWith,Вы друзья с,,,,,,,,
profile.addToFriends,Добавить в друзья,,,,,,,,
profile.addToFriendsToSeeStandards,"Добавьте {name} в друзья, чтобы увидеть нормативы",,,,,,,,
profile.addToFriendsToSeePhotos,"Добавьте {name} в друзья, чтобы увидеть хоккейные фото",,,,,,,,
profile.addToFriendsToSeeMuseum,"Добавьте {name} в друзья, чтобы увидеть музей",,,,,,,,
profile.removeFromFriends,Удалить из друзей,,,,,,,,
profile.points,очков,,,,,,,,
profile.friendsCount,друзей,,,,,,,,
profile.friendsCountStats,друзья,,,,,,,,
profile.seconds,сек,,,,,,,,
profile.times,раз,,,,,,,,
profile.sprint,Стометровка,,,,,,,,
profile.Центральный нападающий,Центральный нападающий,,,,,,,,
profile.Крайний нападающий,Крайний нападающий,,,,,,,,
profile.Защитник,Защитник,,,,,,,,
profile.Вратарь,Вратарь,,,,,,,,
profile.настоящее время,настоящее время,,,,,,,,
profile.goals,голы,,,,,,,,
profile.assists,передач,,,,,,,,
profile.games,игры,,,,,,,,
profile.pullUps,Подтягивания,,,,,,,,
profile.pushUps,Отжимания,,,,,,,,
profile.plankTime,планка (сек),,,,,,,,
profile.sprint100m,100м (сек),,,,,,,,
profile.longJump,Прыжок в длину,,,,,,,,
profile.jumpRope,Скакалка,,,,,,,,
profile.goalsCount,голов,,,,,,,,
profile.gamesCount,игр,,,,,,,,
profile.belarus,Беларусь,,,,,,,,
profile.usa,США,,,,,,,,
profile.russia,Россия,,,,,,,,
profile.canada,Канада,,,,,,,,
profile.finland,Финляндия,,,,,,,,
profile.sweden,Швеция,,,,,,,,
profile.czech,Чехия,,,,,,,,
profile.slovakia,Словакия,,,,,,,,
profile.germany,Германия,,,,,,,,
profile.switzerland,Швейцария,,,,,,,,
profile.austria,Австрия,,,,,,,,
profile.norway,Норвегия,,,,,,,,
profile.denmark,Дания,,,,,,,,
profile.latvia,Латвия,,,,,,,,
profile.lithuania,Литва,,,,,,,,
profile.estonia,Эстония,,,,,,,,
profile.ukraine,Украина,,,,,,,,
profile.kazakhstan,Казахстан,,,,,,,,
profile.squats,Приседания,,,,,,,,
profile.plank,Планка,,,,,,,,
profile.leftShort,Л,,,,,,,,
profile.rightShort,П,,,,,,,,
profile.startedHockey,В хоккее с,,,,,,,,
profile.noFriendsYet,У {name} пока нет друзей,,,,,,,,
profile.beFirstToAdd,"Будьте первым, кто добавит {name} в друзья",,,,,,,,
profile.writeMessage,Написать сообщение,,,,,,,,
profile.edit,Редактировать,,,,,,,,
profile.deleteUser,Удалить пользователя,,,,,,,,
profile.noExercisesYet,"Игрок ещё не выполнил ни одного
упражнения",,,,,,,,
profile.noGiftsYet,Пока нет полученных подарков,,,,,,,,
profile.editProfile,Редактировать профиль,,,,,,,,
profile.writeToSupport,Написать в техподдержку,,,,,,,,
profile.noExercisesOwn,Вы ещё не выполнили ни одного упражнения,,,,,,,,
profile.noExercisesOther,Игрок ещё не выполнил ни одного упражнения,,,,,,,,
profile.removedFromFriends,{name} удален из друзей,,,,,,,,
profile.removeFriendError,Не удалось удалить из друзей,,,,,,,,
profile.friendRequestSent,Запрос дружбы отправлен,,,,,,,,
profile.friendshipAccepted,{name} добавлен в друзья,,,,,,,,
profile.cancelRequest,Отменить запрос,,,,,,,,
profile.friendRequestError,Не удалось отправить запрос дружбы,,,,,,,,
profile.friendRequestAcceptError,Не удалось принять запрос,,,,,,,,
profile.friendRequestCancelled,Запрос дружбы отменен,,,,,,,,
profile.friendRequestCancelError,Не удалось отменить запрос,,,,,,,,
profile.deleteUserConfirm,"Вы уверены, что хотите удалить пользователя ""{{name}}""? Это действие нельзя отменить.",,,,,,,,
profile.userDeleted,"Пользователь ""{{name}}"" удален",,,,,,,,
profile.wantsToAddYouToFriends,{{name}} хочет добавить вас в друзья,,,,,,,,
profile.friendRequestReceived,{{name}} хочет добавить вас в друзья,,,,,,,,
profile.loadingProfile,Загрузка профиля...,,,,,,,,
profile.playerNotFound,Игрок не найден,,,,,,,,
profile.addAchievement,Добавить достижение,,,,,,,,
profile.editAchievement,Редактировать достижение,,,,,,,,
profile.competitionName,Название соревнования,,,,,,,,
profile.year,Год,,,,,,,,
profile.place,Место,,,,,,,,
profile.description,Описание (необязательно),,,,,,,,
profile.shopName,Название магазина,,,,,,,,
profile.address,Адрес,,,,,,,,
profile.map,Карта,,,,,,,,
profile.workingHours,Часы работы,,,,,,,,
profile.discountForFriends,Скидка для друзей,,,,,,,,
profile.hockeyShop,Хоккейный магазин,,,,,,,,
profile.nameHint,Используйте только латинские буквы,,,,,,,,
profile.photo,Фото,,,,,,,,
profile.selectPhoto,Выбрать фото,,,,,,,,
profile.logo,Логотип,,,,,,,,
profile.selectLogo,Выбрать логотип,,,,,,,,
profile.selectCountry,Выберите страну,,,,,,,,
profile.searchCountry,Поиск страны,,,,,,,,
profile.errorEnterCompetition,Введите название соревнования,,,,,,,,
profile.errorEnterYear,Введите корректный год,,,,,,,,
profile.grips.Левый,Левый,,,,,,,,
profile.grips.Правый,Правый,,,,,,,,
profile.countries.Канада,Канада,,,,,,,,
profile.countries.США,США,,,,,,,,
profile.countries.Россия,Россия,,,,,,,,
profile.countries.Швеция,Швеция,,,,,,,,
profile.countries.Финляндия,Финляндия,,,,,,,,
profile.countries.Чехия,Чехия,,,,,,,,
profile.countries.Словакия,Словакия,,,,,,,,
profile.countries.Швейцария,Швейцария,,,,,,,,
profile.countries.Германия,Германия,,,,,,,,
profile.countries.Австрия,Австрия,,,,,,,,
profile.countries.Норвегия,Норвегия,,,,,,,,
profile.countries.Дания,Дания,,,,,,,,
profile.countries.Латвия,Латвия,,,,,,,,
profile.countries.Литва,Литва,,,,,,,,
profile.countries.Эстония,Эстония,,,,,,,,
profile.countries.Беларусь,Беларусь,,,,,,,,
profile.countries.Украина,Украина,,,,,,,,
profile.countries.Польша,Польша,,,,,,,,
profile.countries.Венгрия,Венгрия,,,,,,,,
profile.countries.Словения,Словения,,,,,,,,
profile.countries.Хорватия,Хорватия,,,,,,,,
profile.countries.Франция,Франция,,,,,,,,
profile.countries.Италия,Италия,,,,,,,,
profile.countries.Испания,Испания,,,,,,,,
profile.countries.Нидерланды,Нидерланды,,,,,,,,
profile.countries.Бельгия,Бельгия,,,,,,,,
profile.countries.Великобритания,Великобритания,,,,,,,,
profile.countries.Исландия,Исландия,,,,,,,,
profile.countries.Люксембург,Люксембург,,,,,,,,
profile.countries.Румыния,Румыния,,,,,,,,
profile.countries.Болгария,Болгария,,,,,,,,
profile.countries.Сербия,Сербия,,,,,,,,
profile.countries.Турция,Турция,,,,,,,,
profile.countries.Казахстан,Казахстан,,,,,,,,
profile.countries.Узбекистан,Узбекистан,,,,,,,,
profile.countries.Китай,Китай,,,,,,,,
profile.countries.Япония,Япония,,,,,,,,
profile.countries.Южная Корея,Южная Корея,,,,,,,,
profile.countries.Тайвань,Тайвань,,,,,,,,
profile.countries.Гонконг,Гонконг,,,,,,,,
profile.countries.Сингапур,Сингапур,,,,,,,,
profile.countries.Малайзия,Малайзия,,,,,,,,
profile.countries.Таиланд,Таиланд,,,,,,,,
profile.countries.Индия,Индия,,,,,,,,
profile.countries.Объединенные Арабские Эмираты,Объединенные Арабские Эмираты,,,,,,,,
profile.countries.Израиль,Израиль,,,,,,,,
profile.countries.Австралия,Австралия,,,,,,,,
profile.countries.Новая Зеландия,Новая Зеландия,,,,,,,,
profile.countries.Мексика,Мексика,,,,,,,,
profile.countries.ЮАР,ЮАР,,,,,,,,
profile.countries.Аргентина,Аргентина,,,,,,,,
profile.positions.center,Центральный нападающий,,,,,,,,
profile.positions.winger,Крайний нападающий,,,,,,,,
profile.positions.defender,Защитник,,,,,,,,
profile.positions.goalie,Вратарь,,,,,,,,
profile.positions.центральный нападающий,центральный нападающий,,,,,,,,
profile.positions.крайний нападающий,крайний нападающий,,,,,,,,
profile.positions.защитник,защитник,,,,,,,,
profile.positions.вратарь,вратарь,,,,,,,,
profile.positions.Центральный нападающий,Центральный нападающий,,,,,,,,
profile.positions.Крайний нападающий,Крайний нападающий,,,,,,,,
profile.positions.Защитник,Защитник,,,,,,,,
profile.positions.Вратарь,Вратарь,,,,,,,,
profile.discountForFriendsHint,"Добавьте магазин в друзья, чтобы получить скидку! Покажите скидку продавцу при покупке",,,,,,,,
register.title,Регистрация,,,,,,,,
register.status,Статус,,,,,,,,
register.player,Игрок,,,,,,,,
register.coach,Тренер,,,,,,,,
register.scout,Скаут,,,,,,,,
register.star,Звезда,,,,,,,,
register.shop,Хоккейный магазин,,,,,,,,
register.phone,Телефон,,,,,,,,
register.name,Имя,,,,,,,,
register.surname,Фамилия,,,,,,,,
register.birthDate,Дата рождения,,,,,,,,
register.country,Страна,,,,,,,,
register.position,Позиция,,,,,,,,
register.grip,Хват,,,,,,,,
register.height,Рост (см),,,,,,,,
register.weight,Вес (кг),,,,,,,,
register.number,Номер,,,,,,,,
register.photo,Фото,,,,,,,,
register.selectPhoto,Выберите фото,,,,,,,,
register.takePhoto,Сделать фото,,,,,,,,
register.chooseFromGallery,Выбрать из галереи,,,,,,,,
register.photoRequired,Фото обязательно,,,,,,,,
register.register,Зарегистрироваться,,,,,,,,
register.back,Назад,,,,,,,,
register.welcome,Добро пожаловать!,,,,,,,,
register.registrationSuccess,Регистрация успешно завершена! Добро пожаловать в HockeyStars!,,,,,,,,
register.selectDate,Выберите дату,,,,,,,,
register.cancel,Отмена,,,,,,,,
register.confirm,Подтвердить,,,,,,,,
register.photoError,Ошибка при загрузке фото,,,,,,,,
navigation.home,Главная,,,,,,,,
navigation.search,Поиск,,,,,,,,
navigation.messages,Сообщения,,,,,,,,
navigation.notifications,Уведомления,,,,,,,,
navigation.profile,Профиль,,,,,,,,
admin.accessDenied,Доступ запрещен,,,,,,,,
admin.onlyAdmins,Только администраторы могут использовать эту функцию,,,,,,,,
admin.error,Ошибка,,,,,,,,
admin.errorLoadingProfile,Не удалось перейти к профилю,,,,,,,,
admin.player,Игрок,,,,,,,,
admin.coach,Тренер,,,,,,,,
admin.scout,Скаут,,,,,,,,
admin.admin,Админ,,,,,,,,
admin.star,Звезда,,,,,,,,
admin.shop,Хоккейный магазин,,,,,,,,
admin.noName,Без имени,,,,,,,,
admin.noPosition,Не указана,,,,,,,,
admin.noTeam,Не указана,,,,,,,,
admin.yearsOld,лет,,,,,,,,
admin.addUser,Добавить пользователя,,,,,,,,
admin.searchPlayers,Поиск игроков...,,,,,,,,
admin.createUser,Создание пользователя,,,,,,,,
admin.basicInfo,Основная информация,,,,,,,,
admin.name,Имя,,,,,,,,
admin.phone,Номер телефона,,,,,,,,
admin.status,Статус,,,,,,,,
admin.position,Позиция,,,,,,,,
admin.number,Номер игрока,,,,,,,,
admin.grip,Хват,,,,,,,,
admin.height,Рост (см),,,,,,,,
admin.weight,Вес (кг),,,,,,,,
admin.country,Страна,,,,,,,,
admin.create,Создать,,,,,,,,
admin.success,Успех,,,,,,,,
admin.userCreated,Пользователь {{name}} создан,,,,,,,,
admin.errorCreatingUser,Не удалось создать пользователя,,,,,,,,
admin.fillRequiredFields,"Пожалуйста, заполните все обязательные поля",,,,,,,,
admin.enterValidPhone,"Пожалуйста, введите корректный номер телефона с кодом страны",,,,,,,,
admin.requiredForPlayers,Для игроков и звезд обязательно указать дату рождения и позицию,,,,,,,,
museum.title,Музей,,,,,,,,
museum.noItems,В музее пока пусто,,,,,,,,
teams.Система,Система,,,,,,,,
teams.Привет,Привет,,,,,,,,
teams.Пираньи,Пираньи,,,,,,,,
teams.Динамо Минск,Динамо Минск,,,,,,,,
teams.Динамо-Минск,Динамо-Минск,,,,,,,,
teams.Юность-Минск,Юность-Минск,,,,,,,,
teams.Юность,Юность,,,,,,,,
teams.Неман,Неман,,,,,,,,
teams.Гомель,Гомель,,,,,,,,
teams.Брест,Брест,,,,,,,,
teams.Витебск,Витебск,,,,,,,,
teams.Львы,Львы,,,,,,,,
teams.Керамин,Керамин,,,,,,,,
teams.Могилев,Могилев,,,,,,,,
teams.Гродно,Гродно,,,,,,,,
teams.Сборная Беларуси,Сборная Беларуси,,,,,,,,
teams.Сборная Минской области,Сборная Минской области,,,,,,,,
teams.Сборная Гомельской области,Сборная Гомельской области,,,,,,,,
teams.Сборная Брестской области,Сборная Брестской области,,,,,,,,
teams.Сборная Витебской области,Сборная Витебской области,,,,,,,,
teams.Сборная Могилевской области,Сборная Могилевской области,,,,,,,,
teams.Сборная Гродненской области,Сборная Гродненской области,,,,,,,,
teams.ХК Минск,ХК Минск,,,,,,,,
teams.ХК Гомель,ХК Гомель,,,,,,,,
teams.ХК Брест,ХК Брест,,,,,,,,
teams.ХК Витебск,ХК Витебск,,,,,,,,
teams.ХК Могилев,ХК Могилев,,,,,,,,
teams.ХК Гродно,ХК Гродно,,,,,,,,
teams.Динамо,Динамо,,,,,,,,
teams.Спартак,Спартак,,,,,,,,
teams.ЦСКА,ЦСКА,,,,,,,,
teams.Салават Юлаев,Салават Юлаев,,,,,,,,
teams.Ак Барс,Ак Барс,,,,,,,,
teams.Металлург,Металлург,,,,,,,,
teams.Трактор,Трактор,,,,,,,,
teams.Авангард,Авангард,,,,,,,,
teams.Сибирь,Сибирь,,,,,,,,
teams.Амур,Амур,,,,,,,,
teams.Адмирал,Адмирал,,,,,,,,
teams.Локомотив,Локомотив,,,,,,,,
teams.Северсталь,Северсталь,,,,,,,,
teams.Витязь,Витязь,,,,,,,,
teams.Сочи,Сочи,,,,,,,,
teams.Торпедо,Торпедо,,,,,,,,
teams.Нефтехимик,Нефтехимик,,,,,,,,
teams.Автомобилист,Автомобилист,,,,,,,,
teams.Югра,Югра,,,,,,,,
teams.Барыс,Барыс,,,,,,,,
teams.Куньлунь,Куньлунь,,,,,,,,
teams.Динамо Рига,Динамо Рига,,,,,,,,
teams.Динамо Москва,Динамо Москва,,,,,,,,
teams.Динамо Минск U20,Динамо Минск U20,,,,,,,,
teams.Динамо Минск U18,Динамо Минск U18,,,,,,,,
teams.Calgary Flames,Калгари Флэймз,,,,,,,,
teams.New Jersey Devils,Нью-Джерси Дэвилз,,,,,,,,
teams.Юность-Минск U20,Юность-Минск U20,,,,,,,,
teams.Юность-Минск U18,Юность-Минск U18,,,,,,,,
teams.teams.Сборная Беларуси,Сборная Беларуси,,,,,,,,
teams.teams.Динамо Минск,Dinamo Minsk,,,,,,,,
teams.teams.Юность-Минск,Yunost-Minsk,,,,,,,,
teams.teams.Пираньи,Пираньи,,,,,,,,
teams.teams.Сборная Минской области,Сборная Минской области,,,,,,,,
teams.teams.Сборная Беларуси U14,Сборная Беларуси U14,,,,,,,,
teams.teams.Пчелки,Пчелки,,,,,,,,
teams.teams.Беларусь U14,Сборная Беларуси U14,,,,,,,,
teams.teams.Минская область,Сборная Минской области,,,,,,,,
teams.teams.New Jersey Devils,New Jersey Devils,,,,,,,,
teams.teams.Calgary Flames,Calgary Flames,,,,,,,,
teams.teams.Boston Hockey Club,Boston Hockey Club,,,,,,,,
teams.teams.Belarus U14 National Team,Сборная Беларуси U14,,,,,,,,
teams.teams.Belarus National Team U14,Сборная Беларуси U14,,,,,,,,
teams.teams.Minsk Region Team,Сборная Минской области,,,,,,,,
teams.teams.Piranhas,Пираньи,,,,,,,,
teams.teams.Bees,Пчелки,,,,,,,,
teams.Сборная Беларуси U14,Сборная Беларуси U14,,,,,,,,
teams.teams.Toronto Maple Leafs,Toronto Maple Leafs,,,,,,,,
teams.teams.Montreal Canadiens,Montreal Canadiens,,,,,,,,
teams.teams.Vancouver Canucks,Vancouver Canucks,,,,,,,,
teams.teams.Edmonton Oilers,Edmonton Oilers,,,,,,,,
teams.teams.Winnipeg Jets,Winnipeg Jets,,,,,,,,
teams.teams.Ottawa Senators,Ottawa Senators,,,,,,,,
teams.teams.New York Rangers,New York Rangers,,,,,,,,
teams.teams.Boston Bruins,Boston Bruins,,,,,,,,
teams.teams.Chicago Blackhawks,Chicago Blackhawks,,,,,,,,
teams.teams.Detroit Red Wings,Detroit Red Wings,,,,,,,,
teams.teams.Pittsburgh Penguins,Pittsburgh Penguins,,,,,,,,
teams.teams.Washington Capitals,Washington Capitals,,,,,,,,
teams.teams.Tampa Bay Lightning,Tampa Bay Lightning,,,,,,,,
teams.teams.Colorado Avalanche,Colorado Avalanche,,,,,,,,
teams.teams.HIFK,HIFK,,,,,,,,
teams.teams.Tappara,Tappara,,,,,,,,
teams.teams.Kärpät,Kärpät,,,,,,,,
teams.teams.TPS,TPS,,,,,,,,
teams.teams.Färjestad BK,Färjestad BK,,,,,,,,
teams.teams.HV71,HV71,,,,,,,,
teams.teams.Frölunda HC,Frölunda HC,,,,,,,,
teams.teams.Djurgårdens IF,Djurgårdens IF,,,,,,,,
teams.teams.Kaunas,Kaunas,,,,,,,,
teams.teams.Vilnius,Vilnius,,,,,,,,
teams.teams.Klaipeda,Klaipeda,,,,,,,,
teams.teams.Riga,Riga,,,,,,,,
teams.teams.Daugavpils,Daugavpils,,,,,,,,
teams.teams.Liepaja,Liepaja,,,,,,,,
teams.teams.Cracovia,Cracovia,,,,,,,,
teams.teams.GKS Tychy,GKS Tychy,,,,,,,,
teams.teams.Podhale,Podhale,,,,,,,,
teams.teams.Сборная России,Сборная России,,,,,,,,
teams.teams.Сборная Канады,Сборная Канады,,,,,,,,
teams.teams.Сборная США,Сборная США,,,,,,,,
teams.teams.Сборная Финляндии,Сборная Финляндии,,,,,,,,
teams.teams.Сборная Швеции,Сборная Швеции,,,,,,,,
teams.teams.Сборная Беларуси U20,Сборная Беларуси U20,,,,,,,,
teams.teams.Сборная Беларуси U18,Сборная Беларуси U18,,,,,,,,
teams.teams.Динамо Минск U20,Dinamo Minsk U20,,,,,,,,
teams.teams.Динамо Минск U18,Dinamo Minsk U18,,,,,,,,
teams.teams.Юность-Минск U20,Yunost-Minsk U20,,,,,,,,
teams.teams.Юность-Минск U18,Yunost-Minsk U18,,,,,,,,
teams.teams.ШРС,SRS,,,,,,,,
teams.teams.Динамо-Молодечно,Dinamo-Molodechno,,,,,,,,
teams.teams.Динамо Р,Dinamo R,,,,,,,,
teams.teams.Слован,Slovan,,,,,,,,
teams.teams.Металлург Мг,Metallurg Mg,,,,,,,,
teams.teams.Барановичи,Baranovichi,,,,,,,,
teams.teams.Шахтер,Shakhtyor,,,,,,,,
teams.teams.Лида,Lida,,,,,,,,
teams.teams.Пинск,Pinsk,,,,,,,,
teams.teams.Ивацевичи,Ivatsevichi,,,,,,,,
teams.teams.Береза,Bereza,,,,,,,,
teams.teams.Кобрин,Kobrin,,,,,,,,
teams.teams.Химик,Khimik,,,,,,,,
teams.teams.Жлобин,Zhlobin,,,,,,,,
teams.teams.Бобруйск,Bobruisk,,,,,,,,
teams.teams.Лунинец,Luninets,,,,,,,,
teams.teams.Сборная РБ,Сборная РБ,,,,,,,,
teams.teams.Сборная Минска,Сборная Минска,,,,,,,,
teams.teams.ЦСКА Москва,CSKA Moscow,,,,,,,,
teams.teams.Спартак Москва,Spartak Moscow,,,,,,,,
teams.teams.Локомотив Ярославль,Lokomotiv Yaroslavl,,,,,,,,
teams.teams.Ак Барс Казань,Ak Bars Kazan,,,,,,,,
teams.teams.Трактор Челябинск,Traktor Chelyabinsk,,,,,,,,
teams.teams.Металлург Магнитогорск,Metallurg Magnitogorsk,,,,,,,,
teams.teams.Торпедо Нижний Новгород,Torpedo Nizhny Novgorod,,,,,,,,
teams.Барановичи,Барановичи,,,,,,,,
teams.Шахтер,Шахтер,,,,,,,,
teams.Лида,Лида,,,,,,,,
teams.Пинск,Пинск,,,,,,,,
teams.Ивацевичи,Ивацевичи,,,,,,,,
teams.Береза,Береза,,,,,,,,
teams.Кобрин,Кобрин,,,,,,,,
teams.Химик,Химик,,,,,,,,
teams.Жлобин,Жлобин,,,,,,,,
teams.Бобруйск,Бобруйск,,,,,,,,
teams.Лунинец,Лунинец,,,,,,,,
teams.Сборная РБ,Сборная РБ,,,,,,,,
teams.Сборная Минска,Сборная Минска,,,,,,,,
teams.ЦСКА Москва,ЦСКА Москва,,,,,,,,
teams.Спартак Москва,Спартак Москва,,,,,,,,
teams.Локомотив Ярославль,Локомотив Ярославль,,,,,,,,
teams.Ак Барс Казань,Ак Барс Казань,,,,,,,,
teams.Трактор Челябинск,Трактор Челябинск,,,,,,,,
teams.Металлург Магнитогорск,Металлург Магнитогорск,,,,,,,,
teams.Торпедо Нижний Новгород,Торпедо Нижний Новгород,,,,,,,,
teams.Boston Hockey Club,Boston Hockey Club,,,,,,,,
teams.Пчелки,Пчелки,,,,,,,,
teams.Center,Центральный нападающий,,,,,,,,
teams.Winger,Край,,,,,,,,
teams.Defender,Защитник,,,,,,,,
teams.Goalie,Вратарь,,,,,,,,
settings.title,Настройки,,,,,,,,
settings.language,Язык,,,,,,,,
settings.selectLanguage,Выберите язык,,,,,,,,
search.title,Поиск,,,,,,,,
search.placeholder,Поиск игроков...,,,,,,,,
search.country,Страна,,,,,,,,
search.grip,Хват,,,,,,,,
search.position,Позиция,,,,,,,,
search.year,Год,,,,,,,,
search.height,Рост,,,,,,,,
search.heightFrom,Рост от,,,,,,,,
search.weight,Вес,,,,,,,,
search.weightFrom,Вес от,,,,,,,,
search.all,Все,,,,,,,,
search.noPlayersFound,Игроки не найдены,,,,,,,,
search.left,Левый,,,,,,,,
search.right,Правый,,,,,,,,
messages.title,Сообщения,,,,,,,,
messages.loading,Загрузка чатов...,,,,,,,,
messages.noMessages,Нет сообщений,,,,,,,,
messages.startConversation,Начните общение с другими игроками,,,,,,,,
messages.error,Ошибка,,,,,,,,
messages.errorLoadingChats,Не удалось загрузить чаты,,,,,,,,
messages.yesterday,Вчера,,,,,,,,
messages.you,Вы: ,,,,,,,,
messages.searchPlaceholder,"Поиск по имени или тексту во всех диалогах...",,,,,,,,
messages.searchHistoryLoading,Ищем в истории переписок...,,,,,,,,
notifications.title,Уведомления,,,,,,,,
notifications.loading,Загрузка уведомлений...,,,,,,,,
notifications.noNotifications,Нет уведомлений,,,,,,,,
notifications.noNotificationsSubtitle,"У вас пока нет уведомлений о дружбе, подарках или других действиях",,,,,,,,
notifications.accept,Принять,,,,,,,,
notifications.decline,Отклонить,,,,,,,,
notifications.friendRequests,Запросы в друзья,,,,,,,,
notifications.friendRequest,Запрос в друзья,,,,,,,,
notifications.wantsToAddYou,{name} хочет добавить вас в друзья,,,,,,,,
notifications.wantsToAddAsFriend,хочет добавить вас в друзья,,,,,,,,
notifications.friendRequestAccepted,Запрос в друзья принят!,,,,,,,,
notifications.friendRequestDeclined,Запрос в друзья отклонен,,,,,,,,
editProfile.selectPhotoSource,Выберите источник фото,,,,,,,,
editProfile.selectPhotoMessage,Откуда хотите загрузить фото?,,,,,,,,
editProfile.gallery,Галерея,,,,,,,,
editProfile.camera,Камера,,,,,,,,
editProfile.cancel,Отмена,,,,,,,,
editProfile.save,Сохранить,,,,,,,,
editProfile.name,Имя,,,,,,,,
editProfile.namePlaceholder,Имя игрока,,,,,,,,
editProfile.country,Страна,,,,,,,,
editProfile.position,Позиция,,,,,,,,
editProfile.height,Рост (см),,,,,,,,
editProfile.heightPlaceholder,Рост,,,,,,,,
editProfile.weight,Вес (кг),,,,,,,,
editProfile.weightPlaceholder,Вес,,,,,,,,
